idx,First_Middle_Name,Last_Name,company,Title,notes,tax1,city,Country,Continent,website,"lat, lng",lat,lng,tax2,tax3
244,Vanessa,Miler-Fels,Vanessa Miler-Fels,Director of Energy Innovation and Impact,Microsoft,For-Profit,"Seattle, WA",USA,North America,https://www.linkedin.com/in/vanessa-miler-fels-03851231/,,47.60621,-122.332071,Unknown,Unknown
245,Mark,Rose,Mark Rose,Chief Executive Officer,Fauna and Flora International,Non-Profit,"Pembroke Street, Cambridge",United Kingdom,Europe,"https://www.fauna-flora.org/people#:~:text=Mark%20has%20held%20the%20role,projects%20in%20over%2040%20countries.",,52.202362,0.119329,Unknown,Unknown
246,Erich,Pica,Erich Pica,President,Friends of the Earth,Non-Profit,London,United Kingdom,Europe,"https://foe.org/about-us/our-team/
https://www.linkedin.com/in/erich-pica-4b84011a/",,51.507351,-0.127758,Unknown,Unknown
247,Lucas,Joppa,Lucas Joppa,Chief Environmental Officer,Microsoft,For-Profit,"Redmond, WA",USA,North America,https://www.linkedin.com/in/lucas-joppa/,,47.673988,-122.121512,Unknown,Unknown
248,Marianna,Grossman,Marianna Grossman,Founder and Managing Partner,Minerva Ventures,For-Profit,"Portland, OR",USA,North America,https://www.linkedin.com/in/mariannagrossman/,,45.505106,-122.675026,Unknown,Unknown
249,Emilie,Mazzacurati,Emilie Mazzacurati,Global Head of Climate Solutions,Moody's Corporation,For-Profit,"Berkeley, CA",USA,North America,https://www.linkedin.com/in/emazzacurati/,"37.8715226, -122.273042",37.871523,-122.273042,Unknown,Unknown
250,Mona,Benisi,Mona Benisi,Global Head of Sustainability Real Assets,Morgan Stanley,For-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/mona-benisi-64b00b68/,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
251,James,Connelly,James Connelly,Chief Executive Officer,My Green Lab,Non-Profit,"Seattle, WA",USA,North America,https://www.linkedin.com/in/james-connelly-55909024/,"47.6062095, -122.3320708",47.60621,-122.332071,Unknown,Unknown
252,Han,de Groot,Han de Groot,Executive Director; Former CEO,WASTE NL; Rainforest Alliance,Non-Profit,South Holland,Netherlands,Europe,https://www.linkedin.com/in/handegroot1/,"41.6008681, -87.60698939999999",41.600868,-87.606989,Unknown,Unknown
253,Kate,Marvel,Kate Marvel,Associate Research Scientist,NASA Goddard Institute for Space Studies at Columbia University,Non-Profit,"New York, NY",USA,North America,http://www.marvelclimate.com/,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
254,David,Yarnold,David Yarnold,President and Chief Executive Officer,National Audubon Society,Non-Profit,"New York, NY",USA,North America,"https://www.audubon.org/content/david-yarnold
https://www.linkedin.com/in/david-yarnold/","40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
255,Paul,Torcellini,Paul Torcellini,Principal Engineer,National Renewable Energy Laboratory,Non-Profit,"Golden, CO",USA,North America,https://www.linkedin.com/in/paul-torcellini-b17562209/ ,"39.755543, -105.2210997",39.755543,-105.2211,Unknown,Unknown
256,Roland,Hwang,Roland Hwang,Managing Director of the Climate and Clean Energy Program,National Resources Defense Council (NRDC),Non-Profit,"Albany, CA",USA,North America,https://www.linkedin.com/in/rolandhwang/,"37.886704, -122.2977557",37.886704,-122.297756,Unknown,Unknown
257,David B.,Goldstein,David B. Goldstein,Energy Co-Director for Climate and Clean Energy Program,National Resources Defense Council (NRDC),Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/david-b-goldstein-4700a58/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
258,Collin,O'Mara,Collin O'Mara,President and Chief Executive Officer,National Wildlife Federation,Non-Profit,"Reston, VA",USA,North America,https://www.nwf.org/about-us/leadership/collin-omara https://www.linkedin.com/in/collin-o-mara-536ba76/ ,"38.9586307, -77.35700279999999",38.958631,-77.357003,Unknown,Unknown
259,Hunter,Lovins,Hunter Lovins,President,Natural Capitalism Solutions,Non-Profit,"Denver, CO",USA,North America,https://www.linkedin.com/in/hunterlovins/ ,"39.7392358, -104.990251",39.739236,-104.990251,Unknown,Unknown
260,Gil,Friend,Gil Friend,"CEO, Keynote Speaker",Natural Logic,For-Profit,"Berkeley, CA",USA,North America,https://www.linkedin.com/in/gfriend/,"37.8715226, -122.273042",37.871523,-122.273042,Unknown,Unknown
261,Sean,O'Brien,Sean O'Brien,President and Chief Executive Officer,Nature Serve,Non-Profit,"Arlington, VA",USA,North America,"http://www.natureserve.org/about-us/whos-who/key-contacts/sean-obrien-president-ceo 
https://www.linkedin.com/in/seanatnatureserve/ ","38.8816208, -77.09098089999999",38.881621,-77.090981,Unknown,Unknown
262,Barney,Schauble,Barney Schauble,"Head of Labs, Chairman; Director and Chair",Nephila Climate; Ceres,For-Profit,"Larkspur, CA",USA,North America,https://www.linkedin.com/in/bschauble/,"37.9340915, -122.5352539",37.934092,-122.535254,Unknown,Unknown
263,Ajay,Mathur,Ajay Mathur,Director General,The Energy and Resources Institute,Non-Profit,New Delhi,India,Asia,https://energy.stanford.edu/people/ajay-mathur,"28.6139391, 77.2090212",28.613939,77.209021,Unknown,Unknown
264,Emma,Stewart,Emma Stewart,Chief Sustainability Officer,Netflix,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/emmastewart/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
265,Ralph,DiNola,Ralph DiNola,CEO,New Buildings Institute,Non-Profit,"Portland, OR",USA,North America,https://www.linkedin.com/in/ralph-dinola-2092ab1/ ,"45.5051064, -122.6750261",45.505106,-122.675026,Unknown,Unknown
266,Danny,Kennedy,Danny Kennedy,Chief Energy Officer,New Energy Nexus,Non-Profit,"Oakland, CA",USA,North America,https://www.linkedin.com/in/kennedydanny/ ,"37.8043514, -122.2711639",37.804351,-122.271164,Unknown,Unknown
267,Alexandra,Criscuolo,Alexandra Criscuolo,Environmental Sustainability Manager,New York Road Runners,Non-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/alexandracriscuolo/,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
268,Klaus,Schwab,Klaus Schwab,Founder and Executive Chairman,World Economic Forum,Non-Profit,Geneva,Switzerland,Europe,https://www.linkedin.com/in/klaus-schwab-80b285200/,"46.2043907, 6.1431577",46.204391,6.143158,Unknown,Unknown
269,Wayne,Omonuwa,Wayne Omonuwa,Nigeria Energy Lead,Rocky Mountain Institute,Non-Profit,Reading,United Kingdom,Europe,https://www.linkedin.com/in/wayne-omonuwa-consultant/,"42.5412689, -71.10920120000002",36.333548,-95.602038,Unknown,Unknown
270,Martyn,Forde,Martyn Forde,"CARILEC Renewable Energy (CAREC) Community Manager, Energy Leadership Consultant",Rocky Mountain Institute,Non-Profit,Toronto,Canada,North America,https://www.linkedin.com/in/mhdbf/,"43.653226, -79.3831843",43.653226,-79.383184,Unknown,Unknown
271,Clair,Mack,Clair Mack,Chief Executive,Scottish Renewables,Non-Profit,Glasgow,United Kingdom,Europe,https://www.linkedin.com/in/claire-mack-50a93814/,"55.864237, -4.251806",55.864237,-4.251806,Unknown,Unknown
272,Yue (Nina),Chen,Yue (Nina) Chen,Sustainability and Climate Initiatives Director,New York State Department of Financial Services,Non-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/ninaychen/ ,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
273,Justin,Adams,Justin Adams,Executive Director,Tropical Forest Alliance,Non-Profit,Oxford,United Kingdom,Europe,https://www.linkedin.com/in/justin-adams-a074722/,"51.7548164, -1.2543668",51.754816,-1.254367,Unknown,Unknown
274,Jyoti,Parikh,Jyoti Parikh,Executive Director,Integrated Research and Action for Development,Non-Profit,South Delhi,India,Asia,https://www.linkedin.com/in/jyoti-parikh-25b1707/,"28.4816551, 77.18728569999999",28.481655,77.187286,Unknown,Unknown
275,Manuel,Pulgar-Vidal,Manuel Pulgar-Vidal,Climate and Energy Global Practice Leader,WWF,Non-Profit,Lima,Peru,South America,https://www.linkedin.com/in/manuel-pulgar-vidal-68447b13/ ,"-12.0463731, -77.042754",-12.046373,-77.042754,Unknown,Unknown
276,Laurence,Tubiana,Laurence Tubiana,President and CEO,European Climate Foundation,Non-Profit,Paris,France,Europe,https://www.linkedin.com/in/laurence-tubiana-4381314/,"48.856614, 2.3522219",48.856614,2.352222,Unknown,Unknown
277,Nick,Mabey,Nick Mabey,Owner,E3G,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/nick-mabey-7845482/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
278,Adair,Turner,Adair Turner,Chair,The Energy Transitions Commission,Non-Profit,London,United Kingdom,Europe,,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
279,Tom,Steyer,Tom Steyer,Founder,NextGen America,Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/tomsteyer/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
280,Kate,Hampton,Kate Hampton,CEO,Children's Investment Fund Foundation (CIFF),Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/kate-hampton-932b3035/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
281,Hannah,Jones,Hannah Jones,Former Chief Sustainability Officer,Nike,For-Profit,"Portland, OR",USA,North America,https://www.linkedin.com/in/joneshannah/,"45.5051064, -122.6750261",45.505106,-122.675026,Unknown,Unknown
282,Vien,Truong,Vien Truong,Senior Director of Engagement and Global Sustainability,Nike,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/vien-truong-40109118/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
283,Carlos Manuel,Rodriguez,Carlos Manuel Rodriguez,CEO and Chairperson,Global Environment Facility,Non-Profit,San Jose,Costa Rica,North America,https://www.linkedin.com/in/carlos-manuel-rodriguez-7442581b6/,"37.3382082, -121.8863286",37.338208,-121.886329,Unknown,Unknown
284,Claire,O'Neill,Claire O'Neill,"Managing Director of Climate and Energy, Former President","World Business Council, COP series",Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/clairefordevizes/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
285,Andrew,Lever,Andrew Lever,Director of Policy and Innovation,Carbon Trust,Non-Profit,Edinburgh,United Kingdom,Europe,https://www.linkedin.com/in/andrew-lever-1a551a/,"55.953252, -3.188267",55.953252,-3.188267,Unknown,Unknown
286,Angela,Wilkinson,Angela Wilkinson,Secretary General and CEO,World Energy Council,Non-Profit,Oxford,United Kingdom,Europe,https://www.linkedin.com/in/angela-wilkinson-6249343/,"51.7548164, -1.2543668",51.754816,-1.254367,Unknown,Unknown
287,Bertrand,Piccard,Bertrand Piccard,Chairman,Solar Impulse Foundation,Non-Profit,Vaud,Switzerland,Europe,https://www.linkedin.com/in/bertrandpiccard/,"46.5613135, 6.536765",46.561314,6.536765,Unknown,Unknown
288,Brian,Dean,Brian Dean,Head of Energy Efficiency,Sustainable Energy for All,For-Profit,Vienna,Austria,Europe,https://www.linkedin.com/in/brian-dean-seforall/,"48.2081743, 16.3738189",48.208174,16.373819,Unknown,Unknown
289,Marc,Gunther,Marc Gunther,Editor and Writer,Nonprofit Chronicles,Non-Profit,"Bethesda, MD",USA,North America,https://www.linkedin.com/in/marc-gunther-b0109a42/,"38.984652, -77.0947092",38.984652,-77.094709,Unknown,Unknown
290,Charles,Perry,Charles Perry,"Special Projects and Aviation, High Level Climate Champion","Sustainable Future for All, COP26",Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/charles-perry-3742932/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
291,Clover,Hogan,Clover Hogan,"Climate Activist, Executive Director and Founder",Force of Nature,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/cloverhogan/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
292,Alexsandra,Guerra,Alexsandra Guerra,Co-Founder and Director of Corporate Development,Nori,For-Profit,"Seattle, WA",USA,North America,https://www.linkedin.com/in/alexsandraguerra/,"47.6062095, -122.3320708",47.60621,-122.332071,Unknown,Unknown
293,Eva,Zabey,Eva Zabey,Executive Director,Business for Nature,Non-Profit,Geneva,Switzerland,Europe,https://www.linkedin.com/in/eva-zabey-2915403/,"46.2043907, 6.1431577",46.204391,6.143158,Unknown,Unknown
294,Gonzalo,Muñoz,Gonzalo Muñoz,High Level Climate Action Champion,COP25,Non-Profit,Santiago,Chile,South America,https://www.linkedin.com/in/gonzalomunozabogabir/ ,"-33.4488897, -70.6692655",-33.44889,-70.669266,Unknown,Unknown
295,Gregor,Robertson,Gregor Robertson,"Former Mayor of Vancouver, Global Ambassador",Global Covenant of Mayors for Climate and Energy,Non-Profit,Vancouver,Canada,North America,https://www.linkedin.com/in/gregor-robertson/?originalSubdomain=ca,"49.2827291, -123.1207375",49.282729,-123.120738,Unknown,Unknown
296,Viviana Alvarez,Sanchez,Viviana Alvarez Sanchez,Head of Sustainability,North America Unilever ,For-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/viviana-alvarez-sanchez-6a21b43a/,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
297,Jennifer,Morgan,Jennifer Morgan,Executive Director,Greenpeace International,Non-Profit,Amsterdam,Netherlands,Europe,https://www.linkedin.com/in/jennifer-morgan-52940b188/,"52.3675734, 4.9041389",52.367573,4.904139,Unknown,Unknown
298,Kenneth,Kimmell,Kenneth Kimmell,Visiting Scholar/Former President,Northeastern University School of Public Policy and Urban Affairs/Union of Concerned Scientists,Non-Profit,"Boston, MA",USA,North America,"https://www.ucsusa.org/about/staff/staff/kenneth-kimmell.html
https://www.linkedin.com/in/ken-kimmell-b2046a12/ https://cssh.northeastern.edu/policyschool/new-sppua-visiting-fellow-ken-kimmell/","42.3600825, -71.0588801",42.360082,-71.05888,Unknown,Unknown
299,Nick,Gowing,Nick Gowing,Chair,Sustainable Innovation Forum,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/nikgowing/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
300,Oliver,Johnson,Oliver Johnson,"Head of Climate, Energy, and Energy Unit",Stockholm Environment Institute (SEI),Non-Profit,Stockholm,Sweden,Europe,https://www.linkedin.com/in/oliverwjohnson/ https://www.sei.org/people/oliver-johnson/,"59.32932349999999, 18.0685808",59.329324,18.068581,Unknown,Unknown
301,Sean,Kidney,Sean Kidney,CEO,Climate Bonds Initiative,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/seankidney/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
302,Sonja,Graham,Sonja Graham,CO-CEO,Global Action Plan,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/sonjagraham/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
303,Anthony,Hobley,Anthony Hobley,"Executive Director, Former CEO","Mission Possible Platform of World Economic Platform, Carbon Tracker Initiative",Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/anthony-hobley/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
304,Helena Molin,Valdes,Helena Molin Valdes,Head of Secretariat,Climate and Clean Air Coalition,Non-Profit,Paris,France,Europe,https://www.linkedin.com/in/helena-molin-valdes-7a222748/,"48.856614, 2.3522219",48.856614,2.352222,Unknown,Unknown
305,James,Goudreau,James Goudreau,Head of Climate,Novartis,For-Profit,"Boston, MA",USA,North America,https://www.linkedin.com/in/jamesgoudreau/,"42.3600825, -71.0588801",42.360082,-71.05888,Unknown,Unknown
306,Vanessa,Nakate,Vanessa Nakate,Founder,Rise Up Movement,Non-Profit,Kampala,Uganda,Africa,https://www.linkedin.com/in/vanessa-nakate-09156889/,"0.3475964, 32.5825197",0.347596,32.58252,Unknown,Unknown
307,Miranda,Wang,Miranda Wang,Co-Founder and CEO,Novoloop,For-Profit,"Menlo Park, CA",USA,North America,https://www.linkedin.com/in/mirandaywwang/,"37.4529598, -122.1817252",37.45296,-122.181725,Unknown,Unknown
308,Shloka,Nath,Shloka Nath,Head of Sustainability and Special Projects,Tata Trusts,Non-Profit,Mumbai,India,Asia,https://www.linkedin.com/in/shlokanath/,"19.0759837, 72.8776559",19.075984,72.877656,Unknown,Unknown
309,Mitchell,Bernard,Mitchell Bernard,Chief Counsel and Interim President,NRDC,Non-Profit,"New York, NY",USA,North America,https://www.nrdc.org/experts/mitchell-bernard,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
310,Ralph,Cavanaugh,Ralph Cavanaugh,"Energy Co-Director, Climate and Clean Energy Program",NRDC,Non-Profit,"San Francisco, CA",USA,North America,https://www.nrdc.org/experts/ralph-cavanagh,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
311,Jane,Burston,Jane Burston,"Executive Director, Former Head of Climate and Environment","Clean Air Fund, UK NPL",Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/janeburston/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
312,David,Goldstein,David Goldstein,"Energy Co-Director, Climate and Clean Energy Program",NRDC,Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/david-b-goldstein-4700a58/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
313,Terri,Wills,Terri Wills,Former CEO,World Green Building Council,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/terriwills/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
314,Joan,MacNaughton,Joan MacNaughton,Executive Chair of the World Energy Trilemma,World Energy Council,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/joanmacnaughton/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
315,Laurel,Peacock,Laurel Peacock,Director of Sustainability,NRG Energy,For-Profit,"Oakland, CA",USA,North America,https://www.linkedin.com/in/laurel-p-0459448/,"37.8043514, -122.2711639",37.804351,-122.271164,Unknown,Unknown
316,Paul,Simpson,Paul Simpson,CEO,CDP,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/paulsimpsoncdp/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
317,Andreas,Merkl,Andreas Merkl,President,Ocean Conservancy,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/andreas-merkl-75449377/ ,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
318,Janis Searles,Jones,Janis Searles Jones,Chief Executive Officer,Ocean Conservancy,Non-Profit,"Portland, OR",USA,North America,https://www.linkedin.com/in/janissearlesjones/ ,"45.5051064, -122.6750261",45.505106,-122.675026,Unknown,Unknown
319,Jouni,Keronen,Jouni Keronen,Executive Director,Climate Leadership Council,Non-Profit,Porvoo,Finland,Europe,https://www.linkedin.com/in/jouni-keronen-98385514a/,"60.3931919, 25.6652739",60.393192,25.665274,Unknown,Unknown
320,Frank,Rijsberman,Frank Rijsberman,Director General,Global Green Growth Institute,Non-Profit,Seoul,South Korea,Asia,https://www.linkedin.com/in/frank-rijsberman-17841014/,"37.566535, 126.9779692",37.566535,126.977969,Unknown,Unknown
321,Andrew,Sharpless,Andrew Sharpless,Chief Executive Officer,Oceana,Non-Profit,"Washington, D.C.",USA,North America,"https://oceana.org/about-oceana/people-partners/executive-committee/andrew-sharpless
https://www.linkedin.com/in/andrew-sharpless-8844a4b/","38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
322,Helen,Clarkson,Helen Clarkson,CEO,The Climate Group,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/helenclarkson/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
323,Amy,Mount,Amy Mount,Senior Associate of UK Programme,European Climate Foundation,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/amy-mount-5a434148/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
324,Sarah,Butler-Sloss,Sarah Butler-Sloss,Founder Director,Ashden,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/sarah-butler-sloss-3a310370/,"51.5073509, -0.1277583",51.507351,-0.127758,Unknown,Unknown
325,Heather,White,Heather White,Founder and CEO,OneGreenThing,Non-Profit,"Bozeman, MT",USA,North America,https://www.linkedin.com/in/heatherbwhite/,"45.6769979, -111.0429339",45.676998,-111.042934,Unknown,Unknown
326,Rose,Marcario,Rose Marcario,Board Member,Meati Foods,For-Profit,"Los Angeles, CA",USA,North America,https://www.linkedin.com/in/rose-marcario-06703716/,"34.0522342, -118.2436849",34.052234,-118.243685,Unknown,Unknown
327,Cara,Chacon,Cara Chacon,Former Vice President of Social & Environmental Responsibility,Patagonia,For-Profit,"Los Angeles, CA",USA,North America,https://www.linkedin.com/in/carachacon/,"34.0522342, -118.2436849",34.052234,-118.243685,Unknown,Unknown
328,Jason,Walters,Jason Walters,Director of Sustainability,Pearson Plc,For-Profit,"New York, NY",USA,North America,https://www.uschamberfoundation.org/bio/jason-walters,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
329,Simon,Lowden,Simon Lowden,Chief Sustainability Officer,PepsiCo,For-Profit,Unknown,USA,North America,https://www.linkedin.com/in/simonlowden/,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
330,Christopher,Benjamin,Christopher Benjamin,Director of Corporate Sustainability,PG&E,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/christopher-benjamin-a062495/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
331,Carolyn,Green,Carolyn Green,President and CEO,"Professional Environmental Engineers, Inc.",For-Profit,"St. Louis, MO",USA,North America,https://www.linkedin.com/in/carolyn-green-52b7389/,"38.6270025, -90.19940419999999",38.627002,-90.199404,Unknown,Unknown
332,Jonathan,Foley,Jonathan Foley,Exec. Director,Project Drawdown,Non-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/jonathan-foley-182808b9/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
333,Catherine,Grenier,Catherine Grenier,President and CEO,Nature Conservancy Canada,Non-Profit,Quebec,Canada,North America,https://www.linkedin.com/in/catherine-grenier-448278108/,"46.8138783, -71.2079809",46.813878,-71.207981,Unknown,Unknown
334,Dominique,Souris,Dominique Souris,Co-Founder and Executive Director,Youth Climate Lab,Non-Profit,Ontario,Canada,North America,https://www.linkedin.com/in/dominiquesouris/,"51.253775, -85.323214",51.253775,-85.323214,Unknown,Unknown
335,Meredith,Adler,Meredith Adler,Executive Director,Student Energy,Non-Profit,Vancouver,Canada,North America,https://www.linkedin.com/in/meredithadler/,"49.2827291, -123.1207375",49.282729,-123.120738,Unknown,Unknown
336,Merran,Smith,Merran Smith,Executive Director,Clean Energy Canada,Non-Profit,Victoria,Canada,North America,https://www.linkedin.com/in/merran-smith-64603b63/,"28.8052674, -97.0035982",48.428421,-123.365644,Unknown,Unknown
337,Rick,Smith,Rick Smith,Executive Director,Broadbent Institute,Non-Profit,Toronto,Canada,North America,https://www.linkedin.com/in/rick-smith-75616b38/,"43.653226, -79.3831843",43.653226,-79.383184,Unknown,Unknown
338,Vicky,Sharpe,Vicky Sharpe,Member Board of Directors; Former President and CEO,EfficiencyOne; Sustainable Development Technology Canada,Non-Profit,Unknown,Canada,North America,https://www.linkedin.com/in/vicky-sharpe-3b584051/,"36.13981, -96.108891",37.09024,-95.712891,Unknown,Unknown
339,Scott,Skinner,Scott Skinner,President and CEO,Clean Foundation,Non-Profit,Nova Scotia,Canada,North America,https://www.linkedin.com/in/scott-skinner-8369011/,,44.681987,-63.744311,Unknown,Unknown
340,Chad,Frischmann,Chad Frischmann,Senior Director of Research and Technology,Project Drawdown,Non-Profit,"Berkeley, CA",USA,North America,https://www.linkedin.com/in/chadfrischmann/,,37.871523,-122.273042,Unknown,Unknown
341,Hamid,Moghadam,Hamid Moghadam,Chairman & Chief Executive Officer,Prologis,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/hamid-moghadam-936026178/,,37.77493,-122.419416,Unknown,Unknown
342,Robert,Tournay,Robert Tournay,Head of Sustainability,PwC,For-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/robert-tournay-7913ba6a/,,40.712775,-74.005973,Unknown,Unknown
343,Charlotte,Bande,Charlotte Bande,Global Head of Climate Strategy,Quantis International,For-Profit,"San Diego, CA",USA,North America,https://www.linkedin.com/in/charlotte-bande/,,32.715738,-117.161084,Unknown,Unknown
344,Brett,Jenks,Brett Jenks,President and Chief Executive Officer,Rare,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/brett-jenks-9200196/ ,,38.907192,-77.036871,Unknown,Unknown
345,Pratap,Raju,Pratap Raju,Founding Partner,Climate Collective,Non-Profit,Goa,India,Asia,https://www.linkedin.com/in/prpratapraju/,,15.299326,74.123996,Unknown,Unknown
346,Katrina,Spade,Katrina Spade,Founder and CEO,Recompose,For-Profit,"Seattle, WA",USA,North America,https://www.linkedin.com/in/katrina-spade-37047439/,,47.60621,-122.332071,Unknown,Unknown
347,Anders,Langworth,Anders Langworth,Founder,Bankers for Climate,Non-Profit,Stockholm,Sweden,Europe,https://www.linkedin.com/in/anders-langworth-725422a/,,59.329324,18.068581,Unknown,Unknown
348,Mark,Campanale,Mark Campanale,Founder and Executive Director,Carbon Tracker,Non-Profit,London,United Kingdom,Europe,https://www.linkedin.com/in/mark-campanale-1886203/,,51.507351,-0.127758,Unknown,Unknown
349,Michel,Gelobter,Michel Gelobter,Managing Director,REFLECTIVE EARTH,Non-Profit,"Berkeley, CA",USA,North America,https://www.linkedin.com/in/gelobter/,"37.8715226, -122.273042",37.871523,-122.273042,Unknown,Unknown
350,Kevin,Haley,Kevin Haley,Director of Member Value and Engagement,Renewable Energy Buyers Alliance,Non-Profit,"Boulder, CO",USA,North America,https://www.linkedin.com/in/kevinrhaley/ ,"40.0149856, -105.2705456",40.014986,-105.270546,Unknown,Unknown
351,Kate,Larsen,Kate Larsen,Director of Climate Change,Rhodium Group,For-Profit,"Oakland, CA",USA,North America,https://www.linkedin.com/in/kate-larsen-0b51916/,"37.8043514, -122.2711639",37.804351,-122.271164,Unknown,Unknown
352,Chris ,Nevers,Chris  Nevers,"Senior Director, Environmental Policy",Rivian,For-Profit,"Southfield, MI",USA,North America,https://www.linkedin.com/in/chris-nevers-22733370/,"42.4733688, -83.2218731",42.473369,-83.221873,Unknown,Unknown
353,Jeff,Lalich,Jeff Lalich,EHS for Global Service Center Operations,Rivian,For-Profit,"San Francisco, CA",USA,North America,https://www.linkedin.com/in/jefflalich/,"37.7749295, -122.4194155",37.77493,-122.419416,Unknown,Unknown
354,Michael,Northrop,Michael Northrop,Program Director,Rockefeller Brothers Fund,Non-Profit,"New York, NY",USA,North America,https://www.linkedin.com/in/michael-northrop-875a5a15/,"40.7127753, -74.0059728",40.712775,-74.005973,Unknown,Unknown
355,Jules,Kortenhorst,Jules Kortenhorst,Chief Executive Officer,Rocky Mountain Institute,Non-Profit,"Boulder, CO",USA,North America,https://www.linkedin.com/in/juleskortenhorst/ ,"40.0149856, -105.2705456",40.014986,-105.270546,Unknown,Unknown
356,Cate,Hight,Cate Hight,Principal of Climate Aligned Industries,Rocky Mountain Institute,Non-Profit,"Washington, D.C.",USA,North America,https://www.linkedin.com/in/cate-hight-a2b6734/ ,"38.9071923, -77.0368707",38.907192,-77.036871,Unknown,Unknown
357,Amory,Lovins,Amory Lovins,Co Founder and Chairman Emeritus,Rocky Mountain Institute,Non-Profit,"Basalt, CO",USA,North America,,"39.36887309999999, -107.0328241",39.368873,-107.032824,Unknown,Unknown
